"","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_dt","event_time","presale_dt","onsale_dt","ord_create_dt","ord_create_time","sales_ord_tran_dt","print_dt","timezn_nm","venue_city_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm"
"900","Vip Parking - jack johnson","PNC Bank Arts Center Holmdel Premier Parking","NULL","MISC","PARKING","PARKING","Vip Parking - jack johnson","NO ADMITTANCE TO CONCERT%VIP PARKING JACK JOHNSON%GOOD FOR THIS DATE ONLY%PNC BANK ARTS CENTER%VIP PARKING PASS%TUE JULY 13 2010 7:00PM",1,29.99,"UPS",2010-07-13,"23:00:00",NA,2010-04-10,2010-06-06,"00:00:00",2010-06-06,2010-06-07,"EST","HOLMDEL, NEW JERSEY","07733","NULL","T ","N ","New York"
"901","Vip Fast Lane: John Mayer","Vip Fast Lane","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Vip Fast Lane: John Mayer","NO ADMITTANCE TO CONCERT%FAST LANE VOUCHER%GOOD FOR THIS DATE ONLY!%PNC BANK ARTS CENTER%FAST LANE VOUCHER%TUE AUG 3 2010 7:00PM",2,10,"Mail",2010-08-03,"23:00:00",NA,2010-04-17,2010-06-17,"00:00:00",2010-06-16,2010-06-21,"EST","HOLMDEL, NEW JERSEY","07733","NULL","T ","N ","New York"
"902","Charter One Pavilion Vip Parking - chicago/doobie brothers","FirstMerit Bank Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Charter One Pavilion Vip Parking - chicago/doobie brothers","OK TO DELETE%CHICAGO/DOOBIE BROTHERS%THIS TICKET VALID FOR%VIP PARKING ONLY!%CHARTER ONE PAVILION%SAT JUL 17 2010 7:30PM",1,30,"Mail",2010-07-18,"00:30:00",NA,2010-05-01,2010-06-22,"00:00:00",2010-06-21,2010-06-23,"CST","CHICAGO, ILLINOIS","60605","NULL","T ","N ","Chicago"
"903","Fast Lane Access: Big Time Rush","Fast Lane Access","Big Time Rush","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Fast Lane Access: Big Time Rush","        FAST LANE               BIG TIME RUSH          THIS IS NOT A TICKET    FAST LANE ENTRANCE ONLY     VERIZON AMPHITHEATER    THU JUL 19 2012 7:00 PM  ",1,5,"Mail",2012-07-20,"02:00:00",NA,2012-03-10,2012-06-21,"06:24:09",2012-06-20,2012-06-25,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"904","Premier Parking: Rascal Flatts","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Rascal Flatts","DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%TWC MUSIC PAVILION%SAT AUG 02 2008  8:00PM",1,25,"Mail",2008-08-03,"00:00:00",NA,2008-03-15,2008-03-22,"00:00:00",2008-03-22,2008-03-27,"EST","RALEIGH, NORTH CAROLINA","27610","NULL","T ","N ","Raleigh"
"905","Premier Parking : andrea bocelli","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : andrea bocelli","VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%ANDREA BOCELLI%LOT OPENS 3 HOURS PRIOR%FRI JUN 16, 2006 8:00PM",1,35,"TicketFast",2006-06-17,"00:00:00",2006-03-23,2006-03-27,2006-04-08,"00:00:00",2006-04-08,2006-04-08,"EST","MANSFIELD, MASSACHUSETTS","02048","NULL","T ","N ","Boston"
"906","Gorge Amphitheatre Premier Parking : tom petty","Gorge Amphitheatre Star Parking","Tom Petty & The Heartbreakers","MISC","PARKING","PARKING","Gorge Amphitheatre Premier Parking : tom petty","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%FRI AUG 15, 2008 12:00PM",1,25,"Mail",2008-08-16,"03:00:00",NA,2008-02-04,2008-03-24,"00:00:00",2008-03-24,2008-03-27,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"907","Premier Parking : taking back sunday","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : taking back sunday","VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%PARKING FOR TAKING BACK SU%LOT OPENS 3 HOURS PRIOR%SAT JUN 24, 2006 6:30PM",1,35,"TicketFast",2006-06-24,"22:30:00",2006-04-27,2006-04-29,2006-06-22,"00:00:00",2006-06-22,2006-06-22,"EST","MANSFIELD, MASSACHUSETTS","02048","NULL","T ","N ","Boston"
"908","Tim Mcgraw: Shotgun Rider Tour With Billy Currington & chase bryant","Tim McGraw","Billy Currington","CONCERTS","COUNTRY","CONCERTS","Tim Mcgraw: Shotgun Rider Tour With Billy Currington & chase bryant","    www.timmcgraw.com             TIM MCGRAW                                      SHOTGUN RIDER TOUR      NIKON JONES BEACH THTR   THU JUN 11 2015 7:00 PM  ",4,199,"eTicket",2015-06-11,"23:00:00",2015-03-10,2015-03-13,2015-06-02,"00:54:08",2015-06-01,2015-06-11,"EST","WANTAGH, NEW YORK","11793","www.concerts.livenation.com","T ","Y ","New York"
"909","Alltel Pavilion Raleigh Premier Parking","Alltel Pavilion Raleigh Premier Parking","NULL","MISC","PARKING","PARKING","Alltel Pavilion Raleigh Premier Parking","DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%ALLTEL PAVILION%SAT SEP 16 2006 7:00PM",1,20,"Mail",2006-09-16,"23:00:00",NA,2006-06-24,2006-06-24,"00:00:00",2006-06-24,2006-06-28,"EST","RALEIGH, NORTH CAROLINA","27610","NULL","T ","N ","Raleigh"
"910","Madonna Rebel Heart Tour","Madonna","Amy Schumer","CONCERTS","ROCK/POP","CONCERTS","Madonna Rebel Heart Tour","   LIVE NATION PRESENTS            MADONNA               REBEL HEART TOUR       MADISON SQUARE GARDEN       TWC CONCERT SERIES    WD SEP 16,2015 OPENER 8PM ",2,180,"eTicket",2015-09-17,"00:00:00",2015-03-03,2015-03-09,2015-04-02,"05:19:42",2015-04-01,2015-08-31,"EST","NEW YORK, NEW YORK","10001","www.ticketmaster.com","T ","Y ","New York"
"911","Gorge Amphitheatre Camping: Kube 93 summer jam","Gorge Camping","Kube Summer Jam","MISC","CAMPING","INVALID","Gorge Amphitheatre Camping: Kube 93 summer jam","         CAMPING           OVERNIGHT C A M P I N G       * CAMPING PASS *          GORGE CAMPGROUND     * GOOD THESE DATES ONLY *  FRI 6/8 3PM-SUN 6/10/12  ",1,50,"UPS",2012-06-09,"19:30:00",NA,2012-04-07,2012-05-21,"00:58:04",2012-05-20,2012-05-21,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"912","Josh Groban","Josh Groban","Lena Hall","CONCERTS","ADULT CONTEMPORARY","CONCERTS","Josh Groban","   LIVE NATION PRESENTS          JOSH GROBAN                  STAGES                MURAT THEATRE         AT OLD NATIONAL CENTRE   WED OCT 14 2015 7:30 PM  ",2,110,"eTicket",2015-10-14,"23:30:00",2015-04-20,2015-04-24,2015-06-21,"12:27:22",2015-06-21,2015-08-27,"CST","INDIANAPOLIS, INDIANA","46204","www.concerts.livenation.com","T ","Y ","Indiana-Ohio"
"913","Kenny Rogers","Kenny Rogers","NULL","CONCERTS","COUNTRY","CONCERTS","Kenny Rogers","ONCE AGAIN IT'S CHRISTMAS        KENNY ROGERS            CHRISTMAS & HITS      NYCB THEATRE AT WESTBURY     DOOR TIME 7:00 PM      WED DEC 23 2015 8:00 PM  ",4,600,"eTicket",2015-12-24,"01:00:00",2015-08-11,2015-08-14,2015-11-14,"17:01:11",2015-11-14,2015-12-05,"EST","WESTBURY, NEW YORK","11590","www.concerts.livenation.com","T ","Y ","New York"
"914","Premier Parking: Blake Shelton","XFINITY Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Blake Shelton","     COMCAST THEATRE         PARKING RECEIPT ONLY       HANG TAG REQUIRED      MAILED 10 DAYS PRIOR TO        BLAKE SHELTON          FRI SEP 6 2013 8:00PM  ",1,27,"Mail",2013-09-07,"00:00:00",NA,2013-04-24,2013-08-12,"16:19:38",2013-08-12,2013-08-14,"EST","HARTFORD, CONNECTICUT","06120","www.concerts.livenation.com","T ","N ","Boston"
"915","Radio 104.5's 9th birthday show","Twenty One Pilots","AWOLNATION","CONCERTS","ROCK/POP","CONCERTS","Radio 104.5's 9th birthday show","    WWW.LIVENATION.COM        TWENTY ONE PILOTS     RADIO 104.5 BIRTHDAY SHOW     EMOTIONAL ROADSHOW          BB&T PAVILION        SAT JUN 11 2016 1PM DRS  ",2,20.9,"eTicket",2016-06-11,"17:00:00",2016-02-03,2016-02-04,2016-02-03,"17:05:30",2016-02-03,NA,"EST","CAMDEN, NEW JERSEY","08103","mobile.livenation.us","F ","Y ","Delaware Valley"
"916","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR         CITI FIELD              RAIN OR SHINE         TUE JUN 07 2016 6:00PM  ",1,850,"UPS",2016-06-07,"22:00:00",2016-02-09,2016-02-16,2016-02-09,"15:26:50",2016-02-09,2016-02-10,"EST","FLUSHING, NEW YORK","11368","www.ticketmaster.com","T ","Y ","New York"
"917","Rihanna: Anti World Tour 2016","Rihanna","Travis Scott","CONCERTS","ROCK/POP","CONCERTS","Rihanna: Anti World Tour 2016","       LIVE NATION                 RIHANNA                                       ANTI WORLD TOUR 2016           THE FORUM          WED MAY 04, 2016 7:30 PM ",2,292,"eTicket",2016-05-05,"02:30:00",2015-12-09,2015-12-11,2015-12-10,"19:54:18",2015-12-10,NA,"PST","INGLEWOOD, CALIFORNIA","90305","www.ticketmaster.com","F ","Y ","Los Angeles"
"918","Coldplay - a head full of dreams tour","Coldplay","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Coldplay - a head full of dreams tour","   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOURSOLDIER FIELD-CHICAGO, IL       RAIN OR SHINE         SUN JUL 24 2016 8:00PM  ",1,76.5,"TicketFast",2016-07-25,"01:00:00",2016-02-03,2016-02-05,2016-02-20,"03:49:13",2016-02-19,NA,"CST","CHICAGO, ILLINOIS","60605","www.ticketmaster.com","F ","Y ","Chicago"
"919","Smallpools","Smallpools","Phoebe Ryan","CONCERTS","ROCK/POP","CONCERTS","Smallpools","   LIVE NATION PRESENTS           SMALLPOOLS             ALL AGES WELCOME         SAINT ANDREWS HALL     431 E CONGRESS, DETROIT  FRI OCT 23 2015 DOORS 6PM ",1,15,"eTicket",2015-10-23,"22:00:00",2015-07-30,2015-07-31,2015-10-15,"12:35:59",2015-10-15,2015-10-23,"EST","DETROIT, MICHIGAN","48226","iphone.ticketmaster.us","T ","Y ","Michigan"
"920","Jason Aldean: We Were Here Tour 2016","Jason Aldean","Thomas Rhett","CONCERTS","COUNTRY","CONCERTS","Jason Aldean: We Were Here Tour 2016","   www.jasonaldean.com           Jason Aldean                                   WE WERE HERE TOUR 2016       iWireless Center      THU JAN 14 2016 7:30 PM  ",4,247,"BWC",2016-01-15,"01:30:00",2015-11-17,2015-11-20,2015-11-17,"16:06:02",2015-11-17,2016-01-14,"CST","MOLINE, ILLINOIS","61265","www.ticketmaster.com","T ","Y ","Iowa\Nebraska"
"921","98kupd Presents Ufest 2016 - disturbed","Disturbed","Atreyu","CONCERTS","HEAVY METAL","CONCERTS","98kupd Presents Ufest 2016 - disturbed","     98KUPD PRESENTS        UFEST 2016 - DISTURBED                                 AK-CHIN PAVILION           RAIN OR SHINE        SAT MAR 19 2016 4:00 PM  ",2,66,"eTicket",2016-03-19,"23:00:00",2016-02-01,2015-10-09,2015-12-23,"00:39:50",2015-12-22,2015-12-22,"MST","PHOENIX, ARIZONA","85035","www.concerts.livenation.com","T ","Y ","Arizona"
"922","Gorge Amphitheatre Camping: Paradiso Festival","Gorge Camping","Paradiso","MISC","CAMPING","INVALID","Gorge Amphitheatre Camping: Paradiso Festival","         CAMPING           OVERNIGHT C A M P I N G       * CAMPING PASS *          GORGE CAMPGROUND     * GOOD THESE DATES ONLY *  FRI 6/22 3PM-SUN 6/24/12 ",1,50,"ISPU",2012-06-23,"21:00:00",NA,2012-04-06,2012-06-13,"22:57:27",2012-06-13,2012-06-18,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"923","Tweeter Center Premier Parking - vans warped tour","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","Tweeter Center Premier Parking - vans warped tour","A CLEAR CHANNEL EVENT%VANS WARPED TOUR 2005%THIS TICKET VALID ONLY FOR%PREMIER PARKING%TWEETER CENTER CHICAGO%SAT JUL 23 2005 12:00 PM",1,20,"Mail",2005-07-23,"17:00:00",NA,2005-04-15,2005-04-27,"00:00:00",2005-04-27,2005-05-06,"CST","TINLEY PARK, ILLINOIS","60477","NULL","T ","N ","Chicago"
"924","Premier Parking: Dave Matthews Band","Midflorida Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Dave Matthews Band","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%SEPTEMBER 12, 2007%DAVE MATTHEWS BAND%FORD AMPHITHEATRE%WED SEP 12 2007  7:00PM",1,15,"TicketFast",2007-09-12,"23:00:00",NA,2007-04-21,2007-04-21,"00:00:00",2007-04-21,2007-04-21,"EST","TAMPA, FLORIDA","33610","NULL","T ","N ","Tampa"
"925","Premier Parking: Blake Shelton","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Blake Shelton","   THIS TICKET IS VALID        FOR PARKING ONLY      GOOD FOR THIS DATE ONLY  WALNUT CREEK AMPHITHEATRE  NOT VALID FOR ADMISSION   FRI AUG 09 2013 7:30 PM  ",1,20,"Mail",2013-08-09,"23:30:00",NA,2013-03-25,2013-05-08,"23:52:39",2013-05-08,2013-05-10,"EST","RALEIGH, NORTH CAROLINA","27610","www.concerts.livenation.com","T ","N ","Raleigh"
"926","Premier Parking - kube 93 summer jam","White River Amphitheatre Premier Parking","Kube Summer Jam","MISC","PARKING","PARKING","Premier Parking - kube 93 summer jam","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%WHITE RIVER AMPHITHEATRE%SAT JUL 29, 2006 12:30PM",1,20,"TicketFast",2006-07-29,"19:30:00",NA,2006-05-20,2006-07-21,"00:00:00",2006-07-21,2006-07-21,"PST","AUBURN, WASHINGTON","98092","NULL","T ","N ","Seattle"
"927","Premier Parking: Nine Inch Nails","Verizon Wireless Amph. Texas San Ant. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Nine Inch Nails","PREMIER PARKING ONLY%NINE INCH NAILS%VALID FOR PARKING ONLY%VERIZON WIRELESS AMP/TX%NOT A TICKET TO SHOW%FRI JUN 2 2006 7:00 PM",1,15,"TicketFast",2006-06-03,"00:00:00",NA,2006-04-08,2006-04-08,"00:00:00",2006-04-08,2006-04-08,"CST","SELMA, TEXAS","78154","NULL","T ","N ","San Antonio"
"928","Sleep Train Pavilion Concord Premier Parking","Sleep Train Pavilion Concord Premier Parking","NULL","MISC","PARKING","PARKING","Sleep Train Pavilion Concord Premier Parking","THIS TICKET IS VALID%FOR PARKING ONLY-GATE B%GOOD 9/29/06 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI SEP 29 2006 6:30 PM",1,20,"TicketFast",2006-09-30,"01:30:00",NA,2006-07-16,2006-07-16,"00:00:00",2006-07-16,2006-07-16,"PST","CONCORD, CALIFORNIA","94521","NULL","T ","N ","N. California"
"929","Imagine Dragons: Smoke + mirror tour","Imagine Dragons","Metric","CONCERTS","ROCK/POP","CONCERTS","Imagine Dragons: Smoke + mirror tour","   LIVE NATION PRESENTS        IMAGINE DRAGONS         SMOKE + MIRRORS TOUR    VERIZON CENTER - WASH,DC         *  *  *  *         MON JUL 06 2015 7:30 PM  ",3,208.5,"eTicket",2015-07-06,"23:30:00",2015-02-09,2015-02-17,2015-04-07,"20:00:10",2015-04-07,2015-04-07,"EST","WASHINGTON, DISTRICT OF COLUMBIA","20004","iphone.ticketmaster.us","T ","Y ","Washington DC"
"930","Florida Georgia Line: Anything Goes Tour","Florida Georgia Line","Thomas Rhett","CONCERTS","COUNTRY","CONCERTS","Florida Georgia Line: Anything Goes Tour","        * * * * *            FLORIDA GEORGIA LINE       ANYTHING GOES TOUR    WITH T. RHETT & F. BALLARD MIDFLORIDA AMPHITHEATRE   FRI MAY 29 2015 7:30 PM  ",2,50,"eTicket",2015-05-29,"23:30:00",2015-03-04,2015-03-06,2015-05-09,"16:20:26",2015-05-09,2015-05-13,"EST","TAMPA, FLORIDA","33610","www.concerts.livenation.com","T ","Y ","Tampa"
"931","Florida Georgia Line: Anything Goes Tour","Florida Georgia Line","Thomas Rhett","CONCERTS","COUNTRY","CONCERTS","Florida Georgia Line: Anything Goes Tour","   LIVE NATION PRESENTS      FLORIDA GEORGIA LINE       ANYTHING GOES TOUR    WITH T. RHETT & F. BALLARDDARIEN LAKE PERF ARTS CTR  SAT AUG 08 2015 7:30 PM  ",1,30.5,"eTicket",2015-08-08,"23:30:00",2015-04-01,2015-04-03,2015-05-27,"23:47:59",2015-05-27,2015-05-27,"EST","DARIEN CENTER, NEW YORK","14040","www.concerts.livenation.com","T ","Y ","Buffalo"
